Settlement Name,Project Type,Project Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Infrastructure Level,Population Density,Growth Rate,Need New Infrastructure
Garissa,Bridge,Completed,100,2018-12-12,2019-04-10,62000000,Medium,High,Stable,0
Kitale,Water,In Progress,50,2022-10-07,2024-07-09,73000000,Low,High,Slow,0
Nyeri,Water,Delayed,24,2021-05-19,2021-11-19,16000000,Medium,Low,Rapid,0
Kisumu,Bridge,Delayed,94,2022-09-29,2023-07-13,5000000,Low,Low,Slow,0
Nairobi,Electricity,Delayed,56,2022-06-16,2023-07-20,62000000,Low,Low,Stable,0
Malindi,Bridge,Delayed,64,2022-06-15,2023-01-29,13000000,High,Low,Stable,0
Mombasa,Water,Completed,100,2020-04-09,2020-10-18,79000000,Medium,High,Rapid,0
Naivasha,Bridge,Completed,100,2019-06-09,2019-10-01,44000000,Low,Low,Stable,0
Kitale,Bridge,Completed,100,2020-07-07,2021-08-30,54000000,Low,High,Rapid,0
Nairobi,Bridge,Delayed,84,2021-11-20,2022-06-17,84000000,High,High,Slow,0
Mandera,School,Completed,100,2018-11-29,2020-01-12,72000000,Low,High,Stable,0
Malindi,Hospital,Completed,100,2019-02-19,2020-04-05,100000000,Low,Medium,Stable,0
Malindi,Electricity,Delayed,95,2021-05-10,2022-09-11,34000000,Medium,Low,Slow,0
Kisumu,Hospital,Completed,100,2018-02-14,2019-06-24,28000000,High,High,Slow,0
Narok,Water,Delayed,50,2022-06-06,2022-09-20,63000000,Medium,High,Rapid,0
Mombasa,Water,Delayed,66,2022-10-20,2023-06-19,53000000,Low,High,Rapid,0
Nairobi,Hospital,Completed,100,2020-06-16,2021-04-30,77000000,Medium,Medium,Rapid,0
Mandera,Hospital,Completed,100,2020-05-30,2021-02-04,26000000,Medium,High,Slow,0
Lamu,Water,Not Started,0,,,50000000,Medium,Medium,Stable,0
Nyeri,Bridge,Delayed,35,2022-07-24,2024-01-05,58000000,Low,Low,Rapid,0
Meru,Market,Completed,100,2018-10-31,2019-05-01,35000000,Low,Medium,Stable,0
Thika,Water,Not Started,0,,,15000000,Low,High,Slow,0
Mandera,Hospital,Not Started,0,,,8000000,Medium,Low,Stable,0
Wajir,Road,Not Started,0,,,76000000,Medium,Low,Stable,0
Nyeri,School,In Progress,31,2021-08-03,2022-07-11,70000000,High,Low,Stable,0
Kitale,Electricity,In Progress,66,2022-01-25,2022-04-27,28000000,High,Medium,Rapid,0
Nairobi,Electricity,Completed,100,2018-05-03,2018-09-14,21000000,Medium,Low,Stable,0
Nyeri,Water,Completed,100,2018-08-28,2019-01-10,85000000,High,Low,Slow,0
Mandera,Electricity,Delayed,93,2022-12-02,2024-04-29,57000000,High,Medium,Stable,0
Nairobi,Water,Not Started,0,,,20000000,Low,Medium,Rapid,0
Nyeri,Hospital,In Progress,65,2022-03-29,2022-12-04,23000000,Low,High,Stable,0
Meru,Bridge,Not Started,0,,,30000000,High,Medium,Slow,0
Machakos,Market,Completed,100,2020-11-16,2021-08-28,72000000,High,Low,Slow,0
Thika,Hospital,Completed,100,2020-06-08,2021-10-03,22000000,Medium,Low,Stable,0
Thika,Water,Not Started,0,,,95000000,High,Low,Stable,0
Kericho,Market,Completed,100,2018-01-16,2019-03-25,53000000,Medium,Medium,Slow,0
Embu,School,In Progress,30,2022-12-07,2023-10-09,9000000,High,Medium,Stable,0
Garissa,School,In Progress,52,2021-01-02,2021-03-04,29000000,Low,Low,Rapid,0
Embu,Market,Completed,100,2018-12-19,2019-10-22,27000000,Medium,Low,Slow,0
Voi,Water,In Progress,29,2021-08-25,2023-01-20,75000000,Low,Low,Slow,0
Meru,Electricity,Delayed,55,2022-09-16,2023-01-15,97000000,Medium,High,Stable,0
Malindi,Road,Delayed,30,2022-08-20,2024-02-01,46000000,High,Low,Stable,0
Isiolo,Hospital,In Progress,89,2022-04-13,2022-05-26,37000000,High,Medium,Rapid,0
Thika,Bridge,Delayed,14,2021-10-09,2022-08-09,1000000,High,Medium,Stable,0
Kisumu,Water,Completed,100,2018-12-25,2019-08-09,50000000,Low,Low,Stable,0
Marsabit,Market,Completed,100,2018-04-13,2019-02-20,41000000,Low,Low,Rapid,0
Kakamega,Road,Not Started,0,,,40000000,Medium,Low,Slow,0
Embu,Road,Not Started,0,,,68000000,Medium,Low,Stable,0
Lodwar,School,Not Started,0,,,76000000,Medium,Medium,Stable,0
Meru,Market,Not Started,0,,,43000000,Low,Low,Stable,0
Mandera,Hospital,In Progress,63,2022-07-05,2023-11-23,87000000,Medium,Medium,Slow,0
Malindi,Road,Completed,100,2018-05-29,2018-11-25,64000000,Low,High,Stable,0
Marsabit,Market,Not Started,0,,,41000000,High,Medium,Slow,0
Garissa,Bridge,Not Started,0,,,17000000,Medium,Medium,Stable,0
Meru,Road,Completed,100,2020-05-06,2021-01-21,78000000,Medium,Medium,Rapid,0
Eldoret,Road,Not Started,0,,,98000000,High,High,Stable,0
Lamu,Road,In Progress,19,2022-08-31,2023-07-25,40000000,Low,Low,Stable,0
Nyeri,Water,Completed,100,2019-01-28,2020-06-11,79000000,Medium,High,Rapid,0
Thika,Hospital,In Progress,79,2021-03-25,2022-10-02,9000000,Low,High,Rapid,0
Eldoret,School,In Progress,75,2022-08-08,2023-06-19,26000000,Low,Medium,Rapid,0
Garissa,School,Not Started,0,,,21000000,Low,High,Rapid,1
Kisumu,Road,Not Started,0,,,12000000,High,Medium,Slow,0
Nairobi,Bridge,Completed,100,2019-09-13,2021-01-21,9000000,Low,Low,Stable,0
Kitale,Hospital,Completed,100,2020-10-06,2021-11-15,77000000,High,Low,Rapid,0
Wajir,Bridge,Completed,100,2018-11-11,2019-11-05,43000000,Medium,Medium,Stable,0
Kericho,School,Delayed,95,2022-12-25,2023-08-27,75000000,Medium,Medium,Stable,0
Eldoret,Hospital,Completed,100,2020-05-28,2021-01-11,38000000,Medium,Low,Stable,0
Isiolo,Electricity,Delayed,43,2021-04-20,2022-01-17,47000000,High,High,Slow,0
Mombasa,Market,Not Started,0,,,84000000,High,Low,Stable,0
Nyeri,Road,Not Started,0,,,99000000,High,Low,Slow,0
Malindi,Bridge,In Progress,74,2021-04-29,2022-12-10,42000000,Low,Medium,Slow,0
Nyeri,School,Completed,100,2018-11-21,2019-08-02,86000000,Low,Low,Stable,0
Nairobi,Water,In Progress,67,2022-07-27,2022-11-13,60000000,Low,Low,Stable,0
Nairobi,Road,Completed,100,2019-10-05,2020-05-16,29000000,Low,Medium,Slow,0
Isiolo,Bridge,In Progress,12,2021-11-02,2022-03-03,30000000,High,Low,Stable,0
Eldoret,Road,In Progress,87,2022-12-19,2023-12-06,71000000,Low,High,Stable,0
Mombasa,Market,Completed,100,2019-08-23,2020-07-19,22000000,Low,High,Slow,0
Wajir,Market,Delayed,55,2021-02-10,2021-12-21,75000000,High,Medium,Stable,0
Nyeri,Electricity,In Progress,71,2021-07-05,2021-08-30,26000000,Medium,Low,Slow,0
Mandera,Water,Delayed,47,2022-03-12,2022-07-25,62000000,High,Low,Stable,0
Eldoret,Water,Completed,100,2018-12-28,2019-05-24,77000000,Medium,Medium,Slow,0
Embu,Water,Not Started,0,,,97000000,High,Low,Slow,0
Mandera,Road,Delayed,38,2021-01-22,2022-12-16,59000000,High,Medium,Slow,0
Voi,Electricity,In Progress,36,2022-10-11,2023-08-15,81000000,High,Medium,Stable,0
Lodwar,Market,Delayed,19,2022-08-01,2023-11-07,78000000,Low,High,Rapid,1
Machakos,Hospital,Not Started,0,,,7000000,High,Medium,Slow,0
Embu,Hospital,Not Started,0,,,8000000,High,Medium,Stable,0
Narok,Water,Not Started,0,,,71000000,Medium,Low,Rapid,0
Mandera,School,Not Started,0,,,2000000,Low,High,Slow,0
Lodwar,School,In Progress,71,2021-02-12,2021-08-29,19000000,Medium,Low,Rapid,0
Thika,Market,In Progress,7,2022-05-07,2022-06-30,75000000,Low,Medium,Stable,0
Malindi,Water,Delayed,43,2022-06-17,2023-07-31,13000000,High,High,Slow,0
Kericho,Road,In Progress,38,2022-01-13,2022-06-19,71000000,Low,High,Stable,0
Garissa,Electricity,Completed,100,2019-04-08,2020-01-12,61000000,High,Medium,Slow,0
Nyeri,School,Not Started,0,,,40000000,Medium,Medium,Stable,0
Kericho,Road,Delayed,40,2022-07-01,2023-11-01,54000000,Low,Low,Stable,0
Narok,Hospital,In Progress,21,2022-09-16,2024-07-17,25000000,Low,Low,Stable,0
Kitale,Electricity,Not Started,0,,,71000000,Low,Medium,Stable,0
Kitale,School,Delayed,6,2022-08-19,2023-03-09,36000000,High,Low,Stable,0
Wajir,Road,In Progress,7,2021-06-25,2021-12-11,24000000,High,Medium,Stable,0
Narok,Electricity,In Progress,11,2021-08-11,2023-04-21,59000000,High,High,Rapid,0
Lodwar,Hospital,Completed,100,2020-07-19,2020-12-06,38000000,Low,Medium,Slow,0
Wajir,Electricity,Delayed,82,2022-10-17,2024-06-16,53000000,Medium,Low,Stable,0
Mandera,Water,Delayed,74,2022-06-02,2022-11-03,91000000,Low,Low,Stable,0
Meru,Water,Completed,100,2019-06-17,2020-09-10,81000000,Medium,Low,Rapid,0
Garissa,Road,Not Started,0,,,68000000,Low,Medium,Rapid,0
Marsabit,Electricity,In Progress,66,2021-06-21,2022-09-30,79000000,Low,Medium,Stable,0
Mandera,Water,In Progress,72,2021-03-28,2021-08-28,58000000,Medium,High,Rapid,0
Garissa,Electricity,Delayed,8,2021-04-23,2022-04-27,4000000,High,Low,Stable,0
Mandera,Bridge,In Progress,19,2021-06-12,2023-04-17,28000000,Low,High,Slow,0
Nakuru,School,Completed,100,2018-02-14,2019-02-11,91000000,Medium,Low,Slow,0
Nakuru,Market,Delayed,88,2021-10-02,2022-01-11,72000000,Low,Medium,Stable,0
Lamu,Road,Completed,100,2018-04-25,2019-04-01,16000000,High,Low,Rapid,0
Lamu,School,Completed,100,2019-03-10,2019-09-16,49000000,Medium,Medium,Stable,0
Isiolo,Bridge,Delayed,46,2022-06-09,2022-09-14,50000000,Low,High,Rapid,1
Eldoret,Market,Completed,100,2019-05-26,2020-04-26,18000000,High,Low,Stable,0
Mandera,Market,In Progress,62,2021-05-21,2022-10-12,15000000,Low,Medium,Slow,0
Lodwar,Electricity,Delayed,25,2021-04-18,2022-10-16,52000000,Low,Low,Stable,0
Eldoret,School,Not Started,0,,,14000000,Low,Medium,Slow,0
Naivasha,Road,Delayed,74,2022-07-18,2023-07-24,62000000,Medium,Low,Slow,0
Nakuru,Hospital,Delayed,95,2021-07-03,2023-03-09,65000000,Medium,Low,Rapid,0
Kitale,Hospital,Delayed,37,2022-01-29,2022-12-04,95000000,Medium,Medium,Slow,0
Nairobi,School,Delayed,65,2022-08-10,2023-01-16,23000000,Low,Medium,Rapid,0
Marsabit,Water,In Progress,68,2021-06-23,2021-10-21,9000000,Medium,High,Rapid,0
Embu,Market,In Progress,40,2021-07-29,2021-08-31,1000000,Medium,Medium,Slow,0
Mombasa,Road,Not Started,0,,,91000000,Low,Low,Slow,0
Machakos,Market,In Progress,36,2022-12-24,2023-08-19,32000000,High,Medium,Stable,0
Voi,Bridge,Not Started,0,,,82000000,Medium,Medium,Rapid,0
Lodwar,Road,Delayed,43,2021-12-23,2023-01-06,19000000,Low,Medium,Slow,0
Mandera,Road,Delayed,2,2022-07-23,2024-05-08,74000000,High,Medium,Stable,0
Eldoret,Road,Completed,100,2020-02-11,2021-06-12,51000000,High,Low,Rapid,0
Machakos,Water,In Progress,26,2021-12-11,2022-07-15,57000000,High,Low,Rapid,0
Nairobi,Hospital,In Progress,39,2022-08-12,2022-11-28,97000000,High,Low,Stable,0
Nyeri,Bridge,Completed,100,2020-10-21,2021-12-03,91000000,Medium,Low,Slow,0
Kericho,School,Not Started,0,,,22000000,Medium,Low,Stable,0
Nakuru,Market,In Progress,15,2021-08-20,2021-09-27,67000000,Low,Medium,Slow,0
Narok,Bridge,In Progress,59,2021-01-07,2022-01-16,63000000,Low,Medium,Slow,0
Nairobi,School,Not Started,0,,,8000000,Medium,Low,Slow,0
Mombasa,School,In Progress,39,2021-12-03,2022-08-24,58000000,Medium,Medium,Slow,0
Mandera,Hospital,Not Started,0,,,10000000,High,Medium,Slow,0
Nyeri,Electricity,In Progress,8,2021-05-29,2022-01-25,39000000,High,Medium,Stable,0
Narok,Road,Not Started,0,,,38000000,Medium,High,Slow,0
Kitale,Road,Not Started,0,,,21000000,Medium,Low,Slow,0
Thika,Hospital,In Progress,66,2021-04-04,2022-12-09,70000000,Medium,Medium,Slow,0
Lamu,Electricity,Completed,100,2018-02-27,2019-03-23,73000000,Medium,High,Stable,0
Nakuru,Bridge,In Progress,20,2021-11-02,2022-02-19,37000000,Low,High,Rapid,1
Marsabit,Water,Completed,100,2018-05-11,2018-12-07,60000000,Low,High,Stable,0
Lodwar,Hospital,Completed,100,2020-03-29,2020-09-24,37000000,Low,Medium,Stable,0
Eldoret,Road,In Progress,80,2022-10-08,2024-03-13,52000000,High,High,Slow,0
Eldoret,School,Not Started,0,,,63000000,Low,Low,Stable,0
Malindi,Road,Delayed,5,2021-03-29,2022-10-04,20000000,Medium,Low,Slow,0
Kisumu,Market,Delayed,11,2022-08-16,2023-12-17,59000000,High,Low,Stable,0
Thika,School,Completed,100,2018-07-06,2019-08-26,40000000,Low,High,Slow,0
Nairobi,Bridge,In Progress,48,2021-10-23,2022-12-01,89000000,High,Medium,Slow,0
Nyeri,Electricity,Not Started,0,,,55000000,Low,Low,Stable,0
Nairobi,Road,Not Started,0,,,30000000,Low,Medium,Rapid,0
Nairobi,Hospital,Not Started,0,,,72000000,Low,Medium,Stable,0
Voi,Road,In Progress,63,2022-04-10,2022-10-01,53000000,High,High,Rapid,0
Naivasha,Market,Completed,100,2020-05-07,2021-09-18,98000000,Low,Medium,Rapid,0
Mandera,Road,Delayed,10,2022-03-02,2022-11-20,37000000,Low,High,Rapid,1
Nakuru,Electricity,Not Started,0,,,30000000,Low,Medium,Stable,0
Lodwar,Road,In Progress,55,2022-03-01,2022-05-22,93000000,Medium,Medium,Slow,0
Eldoret,Market,Delayed,79,2022-08-23,2024-02-02,69000000,High,High,Rapid,0
Voi,Bridge,Completed,100,2018-08-21,2019-07-20,2000000,Medium,Low,Rapid,0
Narok,Water,Delayed,43,2021-09-28,2023-01-01,48000000,Low,High,Rapid,1
Kericho,Hospital,In Progress,6,2022-01-13,2023-10-28,44000000,Medium,High,Rapid,0
Thika,Water,Completed,100,2019-04-02,2020-06-15,5000000,Medium,High,Rapid,0
Embu,School,Delayed,96,2021-06-25,2021-08-10,35000000,Low,High,Rapid,0
Lodwar,Water,In Progress,69,2021-12-12,2022-02-19,7000000,Low,Medium,Slow,0
Nakuru,Bridge,Delayed,11,2022-09-17,2024-08-05,70000000,Medium,Medium,Stable,0
Meru,School,Not Started,0,,,98000000,Medium,High,Slow,0
Lamu,Market,Completed,100,2018-06-30,2019-09-28,1000000,Low,Low,Rapid,0
Wajir,Electricity,In Progress,80,2021-09-09,2022-03-29,55000000,High,Low,Rapid,0
Marsabit,Market,Completed,100,2019-08-02,2020-07-09,99000000,Low,Low,Stable,0
Garissa,Water,In Progress,87,2021-05-22,2022-10-26,70000000,Medium,Low,Stable,0
Kitale,Hospital,Completed,100,2018-09-21,2019-01-04,100000000,Low,Medium,Rapid,0
Naivasha,Hospital,In Progress,6,2022-01-15,2022-06-22,86000000,High,Low,Rapid,0
Narok,Market,Completed,100,2020-11-26,2021-03-24,22000000,Low,High,Rapid,0
Garissa,Water,Completed,100,2018-12-25,2019-07-05,97000000,High,High,Stable,0
Lodwar,Road,Completed,100,2019-07-28,2020-11-24,31000000,Medium,Low,Stable,0
Nakuru,Road,In Progress,5,2021-03-24,2021-10-20,93000000,Low,Medium,Slow,0
Isiolo,Road,Delayed,98,2021-12-23,2023-03-12,79000000,High,Low,Stable,0
Nyeri,School,In Progress,99,2021-11-12,2023-09-07,55000000,Low,High,Rapid,0
Embu,Road,Delayed,57,2021-02-01,2022-03-14,77000000,Medium,Medium,Slow,0
Nakuru,Electricity,In Progress,4,2021-12-29,2023-10-31,75000000,Low,Medium,Slow,0
Kakamega,Bridge,Completed,100,2019-09-07,2020-09-16,76000000,Low,Medium,Rapid,0
Kisumu,Hospital,In Progress,32,2022-03-10,2022-06-22,15000000,Medium,High,Rapid,0
Mombasa,Hospital,Not Started,0,,,69000000,Medium,Low,Slow,0
Thika,Bridge,Delayed,84,2021-02-02,2021-04-26,14000000,Medium,Medium,Stable,0
Lodwar,Market,Delayed,55,2022-11-28,2024-07-01,23000000,Medium,Medium,Rapid,0
Marsabit,Road,In Progress,62,2022-03-05,2022-08-23,41000000,High,Medium,Slow,0
Voi,Water,In Progress,94,2022-10-25,2024-03-31,20000000,High,Low,Stable,0
Lamu,Hospital,Not Started,0,,,86000000,Low,Low,Rapid,0
Thika,Road,Delayed,41,2022-03-23,2022-11-29,65000000,Low,High,Rapid,1
Malindi,Market,Completed,100,2018-02-04,2018-05-24,31000000,Low,High,Slow,0
Garissa,Electricity,Delayed,53,2022-07-20,2024-01-02,77000000,Low,Medium,Slow,0
Kakamega,School,In Progress,93,2021-01-23,2022-05-31,2000000,High,Low,Rapid,0
Marsabit,Market,Delayed,97,2022-01-11,2022-08-11,92000000,Medium,Low,Slow,0
Meru,Bridge,Delayed,43,2022-08-13,2023-02-27,53000000,Medium,High,Rapid,0
Nyeri,Bridge,Completed,100,2018-03-07,2019-05-18,87000000,High,High,Slow,0
Garissa,Road,In Progress,87,2021-03-04,2022-02-28,74000000,Low,Low,Stable,0
Eldoret,Road,Completed,100,2018-10-05,2019-03-15,91000000,Medium,Medium,Slow,0
Nakuru,Hospital,Delayed,53,2021-01-03,2022-11-05,65000000,High,Low,Stable,0
Embu,Water,Completed,100,2020-01-17,2020-08-26,67000000,Medium,High,Slow,0
Naivasha,School,Not Started,0,,,71000000,High,High,Rapid,0
Eldoret,Road,In Progress,22,2022-02-08,2023-03-13,99000000,High,Medium,Rapid,0
Nairobi,Electricity,Not Started,0,,,53000000,Medium,Medium,Rapid,0
Meru,Road,Delayed,11,2021-04-12,2022-02-27,6000000,Low,Medium,Slow,0
Thika,Water,Not Started,0,,,31000000,Low,Low,Slow,0
Embu,Market,In Progress,52,2022-12-26,2024-06-25,55000000,Low,High,Stable,0
Voi,Hospital,Not Started,0,,,85000000,Low,High,Slow,0
Kitale,Market,Not Started,0,,,57000000,High,Medium,Slow,0
Nakuru,Electricity,Delayed,81,2021-12-04,2022-10-21,70000000,High,Medium,Stable,0
Mombasa,Electricity,Delayed,74,2021-09-16,2023-06-25,43000000,Medium,Low,Rapid,0
Marsabit,Market,In Progress,33,2021-02-10,2021-06-13,10000000,Low,High,Slow,0
Kericho,Water,Delayed,89,2021-01-06,2022-11-16,80000000,Low,High,Rapid,0
Isiolo,School,Delayed,8,2021-11-04,2023-01-12,85000000,Low,Low,Rapid,0
Nakuru,Road,Delayed,24,2022-12-18,2023-07-11,77000000,Low,High,Rapid,1
Kericho,Electricity,In Progress,46,2022-05-29,2024-01-04,79000000,High,Medium,Slow,0
Embu,Road,Not Started,0,,,34000000,Low,Medium,Rapid,0
Marsabit,Market,Not Started,0,,,33000000,Low,High,Stable,0
Kakamega,Hospital,In Progress,70,2022-03-25,2023-07-04,73000000,Low,High,Stable,0
Embu,Road,Completed,100,2019-01-18,2020-02-18,17000000,High,Low,Slow,0
Thika,Market,Not Started,0,,,66000000,High,Medium,Stable,0
Nyeri,Road,Delayed,93,2022-06-26,2023-04-12,81000000,Low,High,Rapid,0
Malindi,School,Not Started,0,,,46000000,Medium,Medium,Stable,0
Thika,Electricity,Delayed,21,2021-04-09,2023-02-24,31000000,High,Medium,Stable,0
Garissa,Hospital,Delayed,99,2021-10-21,2022-01-12,54000000,Low,Low,Rapid,0
Embu,School,In Progress,47,2022-10-08,2023-05-04,92000000,Low,Medium,Stable,0
Voi,Market,Completed,100,2018-10-08,2019-05-04,33000000,Medium,Medium,Rapid,0
Kitale,Hospital,Not Started,0,,,74000000,Medium,Low,Stable,0
Kitale,School,Completed,100,2019-08-22,2020-04-29,69000000,Low,Low,Rapid,0
Kakamega,Bridge,Delayed,64,2022-05-06,2024-02-29,34000000,Medium,Medium,Stable,0
Thika,Bridge,Completed,100,2019-11-16,2020-12-01,64000000,Medium,Medium,Stable,0
Kisumu,Water,Not Started,0,,,82000000,Low,Low,Stable,0
Lamu,Bridge,Completed,100,2019-11-20,2020-03-05,77000000,Low,Medium,Rapid,0
Marsabit,Water,Delayed,39,2022-01-23,2023-06-30,64000000,High,Medium,Stable,0
Machakos,Bridge,Completed,100,2020-09-23,2021-05-31,91000000,Low,Medium,Slow,0
Narok,School,Not Started,0,,,19000000,Low,High,Rapid,1
Malindi,Hospital,Completed,100,2018-08-25,2019-11-19,99000000,Medium,High,Slow,0
Kisumu,School,Delayed,40,2022-09-02,2023-05-20,1000000,Low,Medium,Rapid,0
Kitale,Hospital,In Progress,96,2022-12-16,2023-12-22,68000000,High,High,Stable,0
Mombasa,Road,Delayed,70,2022-04-16,2023-12-18,16000000,High,Medium,Slow,0
Malindi,Hospital,Not Started,0,,,60000000,High,Low,Slow,0
Mombasa,Electricity,Not Started,0,,,73000000,High,Medium,Stable,0
Kisumu,Hospital,Completed,100,2018-10-11,2020-02-06,69000000,Medium,Low,Rapid,0
Nakuru,Hospital,Not Started,0,,,94000000,Medium,High,Stable,0
Voi,Road,Not Started,0,,,66000000,High,High,Slow,0
Narok,Market,In Progress,20,2022-11-27,2023-10-10,13000000,High,Low,Stable,0
Thika,School,Completed,100,2019-06-12,2019-11-12,44000000,High,Medium,Stable,0
Machakos,School,Delayed,4,2022-12-14,2023-01-13,35000000,Low,Medium,Stable,0
Malindi,Road,Completed,100,2020-10-21,2021-09-03,30000000,Medium,Medium,Slow,0
Lamu,Bridge,Delayed,91,2021-05-02,2022-03-06,62000000,Low,Low,Rapid,0
Embu,Bridge,Not Started,0,,,87000000,High,Medium,Stable,0
Wajir,School,Delayed,67,2022-10-25,2024-05-02,38000000,High,Medium,Rapid,0
Kisumu,Electricity,Not Started,0,,,84000000,High,Medium,Slow,0
Nakuru,Hospital,In Progress,24,2021-08-16,2022-06-05,44000000,Low,High,Stable,0
Marsabit,Road,Delayed,61,2021-07-01,2022-10-07,17000000,Medium,High,Slow,0
Mandera,Hospital,Completed,100,2018-08-30,2019-02-10,40000000,Medium,Medium,Rapid,0
Mandera,Water,In Progress,79,2021-02-12,2021-10-07,5000000,High,High,Slow,0
Kericho,Market,Not Started,0,,,98000000,High,High,Rapid,0
Kitale,Hospital,Delayed,61,2022-01-18,2022-08-16,59000000,High,Medium,Stable,0
Nakuru,Bridge,Delayed,79,2022-02-03,2022-07-13,37000000,High,Low,Stable,0
Isiolo,School,Completed,100,2019-08-11,2020-04-30,51000000,Low,High,Stable,0
Thika,Hospital,Completed,100,2018-08-18,2019-02-15,88000000,Low,High,Stable,0
Eldoret,Road,Completed,100,2020-05-13,2020-08-29,10000000,Low,Low,Slow,0
Narok,Road,Delayed,54,2021-08-28,2023-04-20,27000000,Low,Low,Rapid,0
Kisumu,Electricity,Delayed,17,2022-05-19,2023-12-02,6000000,Medium,Low,Stable,0
Mandera,Water,Not Started,0,,,18000000,Low,Low,Stable,0
Lamu,Bridge,In Progress,37,2022-03-24,2022-12-06,84000000,High,Low,Stable,0
Mombasa,Market,In Progress,6,2022-01-06,2022-06-24,7000000,Low,Low,Slow,0
Nakuru,Water,Delayed,7,2021-04-11,2023-02-28,11000000,High,High,Stable,0
Marsabit,Bridge,Delayed,66,2021-06-29,2023-03-18,27000000,Low,High,Stable,0
Marsabit,Market,In Progress,87,2022-05-21,2022-09-30,49000000,Low,Low,Slow,0
Meru,Hospital,Delayed,93,2022-12-06,2023-03-26,36000000,High,High,Slow,0
Voi,Bridge,Not Started,0,,,8000000,Medium,High,Rapid,0
Kericho,Water,In Progress,65,2022-06-21,2023-05-24,58000000,Low,High,Rapid,0
Malindi,Bridge,Not Started,0,,,49000000,Low,Low,Slow,0
Nairobi,Hospital,Completed,100,2019-12-28,2020-04-14,12000000,High,High,Rapid,0
Embu,Bridge,Delayed,24,2021-11-17,2022-10-24,36000000,Medium,Low,Stable,0
Narok,Market,Delayed,54,2022-06-21,2023-09-15,66000000,Medium,High,Slow,0
Narok,Bridge,Delayed,66,2021-01-21,2022-02-20,80000000,Low,High,Stable,0
Thika,Water,In Progress,66,2021-09-18,2023-06-14,20000000,Low,Medium,Stable,0
Nyeri,Hospital,Delayed,16,2022-12-21,2024-05-18,24000000,Medium,Low,Rapid,0
Marsabit,School,In Progress,97,2022-04-20,2024-01-18,63000000,High,Medium,Stable,0
Kakamega,Market,Not Started,0,,,30000000,Low,Medium,Slow,0
Naivasha,School,Delayed,57,2022-10-21,2024-03-15,47000000,Medium,Low,Stable,0
Garissa,Market,In Progress,81,2022-02-23,2022-05-21,72000000,Low,Low,Rapid,0
Machakos,Market,Delayed,22,2021-01-01,2021-11-25,93000000,High,Medium,Stable,0
Naivasha,Hospital,Delayed,26,2022-08-21,2023-05-13,6000000,Medium,High,Rapid,0
Voi,Hospital,In Progress,41,2021-08-22,2022-07-21,43000000,High,Medium,Slow,0
Lodwar,Market,Delayed,67,2021-08-16,2021-11-20,84000000,Medium,Medium,Rapid,0
Kitale,Electricity,Not Started,0,,,25000000,Low,Low,Stable,0
Meru,Bridge,Not Started,0,,,49000000,High,Medium,Stable,0
Voi,Hospital,Not Started,0,,,15000000,Low,Medium,Stable,0
Nairobi,Water,Not Started,0,,,17000000,Low,High,Rapid,1
