Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Kilifi,School Construction,Completed,100,2020-05-06,2020-10-28,500602.62837775645,N/A,56826,USAID,Rural
Kwale,Sanitation,Completed,100,2019-11-04,2020-03-31,252997.95203107648,N/A,65174,UNICEF,Rural
Bungoma,Agriculture,Completed,100,2019-10-12,2020-01-27,65367.26647705423,N/A,17014,Oxfam,Rural
Busia,Sanitation,Completed,100,2021-10-29,2022-04-01,40512.67616469606,N/A,5358,World Bank,Rural
Mandera,Water Supply,Completed,100,2021-01-30,2021-04-11,259661.61625414575,N/A,30371,Save the Children,Semi-Rural
Marsabit,Road Construction,Completed,100,2020-12-29,2021-08-11,262925.19796204305,N/A,74379,Red Cross,Rural
Mombasa,School Construction,Completed,100,2021-06-07,2022-01-22,851397.0448472089,N/A,69011,Oxfam,Urban
Kisumu,Agriculture,Ongoing,11,2019-09-06,,1253267.1623977295,N/A,75069,World Vision,Urban
Bungoma,Health Clinic,Completed,100,2019-03-29,2020-03-25,61141.4973829105,N/A,10686,USAID,Rural
Nandi,Renewable Energy,Completed,100,2019-09-25,2019-12-18,188485.4850869754,N/A,29982,AMREF,Semi-Rural
Machakos,Water Supply,Completed,100,2021-07-26,2021-12-17,237130.68520410228,N/A,40891,ActionAid,Semi-Rural
Eldoret,School Construction,Completed,100,2018-05-29,2018-09-19,402631.66981843783,N/A,63711,ActionAid,Semi-Rural
Kisii,Sanitation,Completed,100,2019-04-05,2019-06-11,828238.5931495292,N/A,92878,ActionAid,Semi-Rural
Kajiado,Road Construction,Completed,100,2018-12-07,2019-09-20,27839.43559308269,N/A,6782,Red Cross,Rural
Garissa,Water Supply,Completed,100,2018-11-07,2019-08-25,165551.42509972223,N/A,39067,World Bank,Rural
Kisii,Health Clinic,Completed,100,2021-06-16,2021-09-02,634165.2450709783,N/A,71971,CARE,Semi-Rural
Taita Taveta,Sanitation,Completed,100,2018-05-14,2018-08-18,703467.9527914904,N/A,77957,World Bank,Semi-Rural
Kitale,School Construction,Completed,100,2018-05-10,2018-12-31,715358.9572213362,N/A,79222,AMREF,Semi-Urban
Homa Bay,Sanitation,Completed,100,2021-08-05,2022-02-14,43938.298087244286,N/A,6656,World Vision,Rural
Kericho,Water Supply,Completed,100,2020-06-20,2020-08-13,254784.2215406146,N/A,74965,CARE,Rural
Kajiado,Community Center,Ongoing,69,2020-11-01,,56533.167256988265,N/A,18347,Oxfam,Semi-Rural
Laikipia,School Construction,Completed,100,2018-02-12,2018-11-22,151336.7458121091,N/A,53188,Red Cross,Semi-Rural
Bomet,Health Clinic,Completed,100,2019-10-04,2020-07-26,662688.9928224328,N/A,80364,World Bank,Semi-Rural
Nandi,Community Center,Completed,100,2021-09-14,2022-03-18,152021.52262697477,N/A,38846,AMREF,Semi-Rural
Kitale,Community Center,Completed,100,2018-04-11,2019-03-14,1116633.7255774075,N/A,98539,UNICEF,Semi-Urban
Uasin Gishu,School Construction,Completed,100,2020-02-07,2020-03-14,117803.9282966378,N/A,13411,Red Cross,Rural
Trans Nzoia,Agriculture,Ongoing,64,2019-01-21,,55838.679185897374,N/A,10956,Save the Children,Semi-Rural
Samburu,Road Construction,Completed,100,2021-12-17,2022-03-21,494588.9646661861,N/A,74294,CARE,Rural
Migori,Sanitation,Completed,100,2019-11-03,2020-05-14,206588.7949837466,N/A,57532,USAID,Rural
Tana River,Water Supply,Completed,100,2019-09-16,2020-06-23,178949.65161407902,N/A,30300,Oxfam,Semi-Rural
Isiolo,Health Clinic,Completed,100,2018-01-21,2018-04-02,151477.7045151011,N/A,29380,AMREF,Rural
Mandera,Community Center,Completed,100,2019-07-26,2019-10-11,18956.96240063937,N/A,4191,UNICEF,Rural
Narok,Sanitation,Completed,100,2021-07-31,2022-03-20,85644.69206746797,N/A,21281,USAID,Rural
Kajiado,Community Center,Completed,100,2020-05-05,2020-11-23,199939.78416040572,N/A,52399,CARE,Rural
Eldoret,Community Center,Completed,100,2018-03-28,2018-06-08,175731.19022580844,N/A,23614,UNICEF,Rural
Siaya,Health Clinic,Completed,100,2019-01-01,2019-09-15,751080.9024805787,N/A,77816,ActionAid,Rural
Embu,Health Clinic,Completed,100,2020-02-12,2020-03-20,314648.15306739847,N/A,65027,Save the Children,Semi-Rural
Kakamega,Agriculture,Completed,100,2018-11-25,2019-02-11,153881.55315700933,N/A,18630,UNICEF,Semi-Rural
Nakuru,Agriculture,Completed,100,2020-02-06,2020-11-27,586136.751477426,N/A,60560,AMREF,Rural
Kwale,School Construction,Completed,100,2018-12-17,2019-10-30,123713.65197334524,N/A,18153,ActionAid,Semi-Rural
Kajiado,Health Clinic,Completed,100,2019-05-03,2020-04-11,135196.18666062242,N/A,46838,World Vision,Semi-Rural
Busia,Sanitation,Completed,100,2021-08-04,2022-02-23,309375.8664978524,N/A,78811,CARE,Rural
Migori,Health Clinic,Completed,100,2020-07-31,2020-09-16,449521.1998733795,N/A,49758,World Vision,Rural
Nyeri,Agriculture,Completed,100,2019-10-09,2020-04-06,148485.595227779,N/A,16997,Oxfam,Semi-Rural
Laikipia,Health Clinic,Completed,100,2020-02-09,2020-04-07,582813.5038451488,N/A,59005,CARE,Rural
Embu,School Construction,Completed,100,2020-12-03,2021-10-06,269590.6504632297,N/A,45638,USAID,Rural
Kilifi,Road Construction,Completed,100,2019-02-17,2019-04-17,42516.04214800378,N/A,9706,UNICEF,Rural
Busia,Community Center,Completed,100,2018-05-09,2019-02-23,101252.71077553864,N/A,30806,Oxfam,Rural
Nairobi,School Construction,Completed,100,2019-04-18,2019-05-27,896199.5552206595,N/A,63946,ActionAid,Urban
Migori,Community Center,Completed,100,2020-11-02,2021-02-25,282361.256526728,N/A,80578,Save the Children,Semi-Rural
West Pokot,Sanitation,Completed,100,2021-12-12,2022-01-30,293550.2850194291,N/A,36851,CARE,Rural
Meru,Health Clinic,Ongoing,13,2021-11-05,,498799.8384826756,N/A,55341,Save the Children,Semi-Rural
Homa Bay,Sanitation,Completed,100,2020-04-01,2020-11-18,455574.41383986466,N/A,67549,ActionAid,Semi-Rural
Nakuru,School Construction,Completed,100,2019-05-31,2020-02-05,106475.27030157456,N/A,38804,AMREF,Semi-Rural
Kisumu,Community Center,Completed,100,2020-02-05,2020-03-29,378269.6414331946,N/A,24225,Oxfam,Urban
Kajiado,Agriculture,Completed,100,2021-09-04,2022-05-02,63318.322277377534,N/A,15226,USAID,Semi-Rural
Siaya,Road Construction,Completed,100,2018-01-19,2018-08-09,142959.3580969194,N/A,38861,World Vision,Semi-Rural
Elgeyo Marakwet,Renewable Energy,Completed,100,2020-02-02,2020-11-08,209271.31836262808,N/A,77256,UNICEF,Rural
Naivasha,Water Supply,Completed,100,2019-10-22,2020-07-17,515643.2840609875,N/A,76564,CARE,Semi-Urban
Samburu,Renewable Energy,Completed,100,2018-05-17,2018-09-13,272485.44508204464,N/A,31254,CARE,Semi-Rural
Eldoret,Water Supply,Completed,100,2018-09-11,2019-02-05,952277.7648171204,N/A,96804,Red Cross,Rural
Thika,Water Supply,Completed,100,2020-07-10,2020-10-16,135052.09135359243,N/A,24284,World Bank,Semi-Urban
Uasin Gishu,Community Center,Completed,100,2018-09-18,2018-12-26,370218.86262839055,N/A,43963,Oxfam,Semi-Rural
Nakuru,Agriculture,Completed,100,2021-08-29,2022-01-05,344052.9026543859,N/A,57614,Save the Children,Semi-Rural
Mandera,Agriculture,Completed,100,2019-12-26,2020-05-09,81708.37468755718,N/A,8710,AMREF,Semi-Rural
Kisii,School Construction,Ongoing,19,2021-11-24,,4886.092300359476,N/A,1162,Save the Children,Semi-Rural
Nandi,Sanitation,Completed,100,2021-06-05,2022-01-04,140817.75032547824,N/A,33972,AMREF,Rural
Homa Bay,Sanitation,Completed,100,2020-12-29,2021-06-03,158893.07445317128,N/A,51026,World Vision,Rural
Kiambu,Community Center,Completed,100,2018-07-18,2019-01-17,478853.9795180356,N/A,49330,ActionAid,Semi-Rural
Kericho,Water Supply,Completed,100,2020-09-10,2021-08-10,194219.8507467023,N/A,19745,Oxfam,Rural
Busia,Road Construction,Completed,100,2020-06-13,2021-06-04,22102.07052583711,N/A,7588,AMREF,Semi-Rural
Narok,Water Supply,Completed,100,2018-02-12,2018-08-29,377543.06787911226,N/A,98852,ActionAid,Rural
Kisii,Water Supply,Completed,100,2020-04-21,2020-05-25,180907.08075369702,N/A,68169,UNICEF,Semi-Rural
Kisii,Community Center,Completed,100,2019-03-11,2019-08-12,193725.78220722184,N/A,69673,AMREF,Rural
Kisii,School Construction,Completed,100,2019-09-03,2020-04-11,355789.83593742695,N/A,58326,ActionAid,Rural
Laikipia,Renewable Energy,Completed,100,2020-06-02,2021-01-31,87872.00946231137,N/A,13819,Oxfam,Rural
Isiolo,Road Construction,Completed,100,2019-11-11,2020-02-06,64456.46736372547,N/A,15939,CARE,Semi-Rural
West Pokot,Water Supply,Completed,100,2020-12-03,2021-04-08,228010.27671175837,N/A,82816,USAID,Semi-Rural
Tana River,Agriculture,Completed,100,2021-12-21,2022-08-04,278225.5956126391,N/A,49563,Save the Children,Rural
Naivasha,Community Center,Completed,100,2018-06-13,2018-10-05,394820.52839564224,N/A,50159,World Vision,Semi-Urban
Malindi,Renewable Energy,Completed,100,2021-05-18,2021-07-28,153349.3982779052,N/A,22038,AMREF,Semi-Urban
Homa Bay,Agriculture,Completed,100,2018-10-10,2019-03-02,592287.310825602,N/A,85742,USAID,Rural
Isiolo,Agriculture,Completed,100,2020-07-16,2021-02-06,195239.9662867452,N/A,86120,UNICEF,Rural
Kilifi,School Construction,Completed,100,2020-03-24,2020-05-08,151155.26815666756,N/A,56661,CARE,Rural
Migori,Agriculture,Ongoing,68,2018-09-04,,22776.635460939466,N/A,2283,USAID,Semi-Rural
Samburu,Road Construction,Completed,100,2020-07-18,2021-01-17,350924.40862315305,N/A,56426,AMREF,Semi-Rural
Eldoret,Health Clinic,Completed,100,2021-11-01,2022-07-01,98942.54473605056,N/A,10587,AMREF,Semi-Rural
Kajiado,Agriculture,Completed,100,2021-07-24,2022-01-25,7429.8013694206,N/A,1587,World Bank,Semi-Rural
West Pokot,Agriculture,Completed,100,2018-11-03,2019-10-12,142365.3834937935,N/A,26556,UNICEF,Rural
Bomet,Community Center,Completed,100,2020-07-19,2021-06-02,64753.40042941263,N/A,7416,CARE,Semi-Rural
Meru,Sanitation,Completed,100,2019-03-30,2019-11-15,287235.2214730007,N/A,38346,USAID,Semi-Rural
Nairobi,Community Center,Completed,100,2019-03-18,2020-02-13,461140.18003689835,N/A,42814,Save the Children,Urban
Taita Taveta,Renewable Energy,Completed,100,2019-04-05,2019-06-12,590920.7973161646,N/A,72906,Oxfam,Rural
Tana River,School Construction,Completed,100,2019-02-11,2019-06-11,474820.26499921613,N/A,51290,USAID,Semi-Rural
Taita Taveta,Agriculture,Completed,100,2019-08-19,2020-06-24,557755.7251036359,N/A,87516,Red Cross,Semi-Rural
Siaya,Agriculture,Completed,100,2020-08-04,2021-06-04,107251.27784625169,N/A,35518,World Vision,Rural
Trans Nzoia,School Construction,Completed,100,2021-10-30,2022-03-29,229439.54945716035,N/A,29365,Save the Children,Semi-Rural
Lamu,Renewable Energy,Completed,100,2019-11-07,2020-09-17,20585.26722862405,N/A,5493,Red Cross,Rural
Narok,Community Center,Completed,100,2018-11-30,2019-08-08,323957.1823838794,N/A,47733,Red Cross,Rural
Nakuru,Health Clinic,Completed,100,2021-02-24,2021-12-05,450949.378179925,N/A,51139,Red Cross,Rural
Meru,Road Construction,Completed,100,2019-05-09,2019-07-27,119859.84646465235,N/A,52631,UNICEF,Rural
Migori,Road Construction,Completed,100,2021-05-09,2022-04-27,311744.90820267174,N/A,45900,Red Cross,Rural
Bungoma,Sanitation,Completed,100,2021-12-25,2022-12-21,400176.8387322674,N/A,60871,ActionAid,Semi-Rural
Machakos,Agriculture,Completed,100,2019-06-17,2020-05-18,91755.89958930099,N/A,27649,AMREF,Semi-Rural
Homa Bay,Water Supply,Completed,100,2020-02-11,2020-05-26,220882.27901416883,N/A,29803,World Bank,Rural
Kisumu,Agriculture,Ongoing,81,2021-01-15,,273502.26859165693,N/A,18569,USAID,Urban
Taita Taveta,Agriculture,Completed,100,2019-12-31,2020-11-07,464543.34248506953,N/A,94905,CARE,Semi-Rural
Lamu,School Construction,Completed,100,2020-05-16,2020-11-03,140093.06033156367,N/A,25000,World Vision,Rural
Homa Bay,Community Center,Completed,100,2020-05-30,2021-01-04,49084.08303349752,N/A,7796,UNICEF,Semi-Rural
Turkana,School Construction,Completed,100,2018-11-14,2019-03-29,817126.4734005271,N/A,97038,UNICEF,Rural
Mandera,Water Supply,Completed,100,2020-03-29,2020-06-25,495601.34754867735,N/A,71448,ActionAid,Rural
Mandera,Renewable Energy,Completed,100,2018-01-01,2018-07-17,68320.12350428973,N/A,22386,World Bank,Semi-Rural
Lamu,School Construction,Completed,100,2019-03-21,2019-12-15,584091.5237838503,N/A,79279,ActionAid,Rural
West Pokot,Renewable Energy,Completed,100,2021-09-28,2022-04-03,165727.0662584593,N/A,82348,World Vision,Rural
Bomet,Water Supply,Completed,100,2019-10-01,2020-01-20,98813.4816281119,N/A,24377,Red Cross,Rural
Lamu,Renewable Energy,Completed,100,2019-10-17,2019-12-26,735570.6342275569,N/A,79931,ActionAid,Rural
Mombasa,Renewable Energy,Completed,100,2020-06-28,2021-02-22,994033.6869949584,N/A,52649,AMREF,Urban
Garissa,Water Supply,Completed,100,2019-09-21,2019-10-22,160704.0226585193,N/A,47619,Save the Children,Rural
Taita Taveta,Health Clinic,Completed,100,2019-02-23,2019-11-14,49797.533889876424,N/A,23785,ActionAid,Rural
Embu,Sanitation,Completed,100,2020-07-09,2021-05-13,642973.0484657711,N/A,75964,Oxfam,Semi-Rural
Taita Taveta,School Construction,Completed,100,2021-12-23,2022-04-04,707690.589619399,N/A,80285,Oxfam,Rural
Taita Taveta,Sanitation,Completed,100,2020-11-30,2021-03-02,105623.41076135101,N/A,18858,USAID,Rural
Isiolo,Health Clinic,Completed,100,2019-11-10,2020-09-24,517369.4754091689,N/A,67677,World Vision,Semi-Rural
Trans Nzoia,Road Construction,Completed,100,2019-07-13,2020-01-06,164611.36144461884,N/A,69803,Save the Children,Rural
Uasin Gishu,Sanitation,Completed,100,2018-05-06,2019-04-05,6183.639881644196,N/A,3011,USAID,Rural
Taita Taveta,Community Center,Completed,100,2021-05-12,2022-04-27,394515.0892547393,N/A,80239,Oxfam,Rural
Nakuru,Water Supply,Completed,100,2018-03-16,2018-05-29,17915.550341013735,N/A,8069,USAID,Semi-Rural
West Pokot,Health Clinic,Completed,100,2018-09-19,2019-08-29,195101.45508583228,N/A,38226,CARE,Rural
Embu,Road Construction,Ongoing,44,2021-01-15,,9282.354919003725,N/A,3169,World Vision,Semi-Rural
Nakuru,Sanitation,Completed,100,2019-09-30,2020-02-15,53571.14988031552,N/A,19800,AMREF,Semi-Rural
Kisii,School Construction,Completed,100,2018-12-31,2019-12-04,24666.34484657775,N/A,4236,Oxfam,Rural
Bomet,Health Clinic,Completed,100,2018-12-07,2019-01-26,43065.28423795497,N/A,10569,World Bank,Semi-Rural
Naivasha,Renewable Energy,Completed,100,2019-04-28,2019-09-15,507247.0634624849,N/A,76250,Red Cross,Semi-Urban
Kajiado,Health Clinic,Completed,100,2018-04-14,2018-12-13,536197.7210016623,N/A,64922,Red Cross,Rural
Siaya,Sanitation,Completed,100,2019-06-01,2019-11-22,619782.8356151069,N/A,78988,World Bank,Rural
Kwale,Agriculture,Completed,100,2018-09-24,2019-08-29,745646.8056982812,N/A,76774,World Bank,Rural
Machakos,Agriculture,Completed,100,2020-09-03,2021-04-04,381151.22376042174,N/A,45789,Oxfam,Semi-Rural
Mandera,Agriculture,Completed,100,2019-10-28,2020-09-25,484437.94596587826,N/A,49651,World Vision,Semi-Rural
Laikipia,Agriculture,Completed,100,2019-02-11,2019-10-01,456081.9212132024,N/A,73805,Save the Children,Semi-Rural
Bungoma,Health Clinic,Completed,100,2020-02-11,2020-08-21,370025.2645013211,N/A,70338,Oxfam,Semi-Rural
Garissa,Community Center,Completed,100,2020-04-19,2020-10-12,64208.22381617255,N/A,9016,Red Cross,Rural
Taita Taveta,Health Clinic,Completed,100,2019-12-21,2020-05-12,185963.841673358,N/A,26518,Oxfam,Semi-Rural
Kisii,Road Construction,Completed,100,2018-11-16,2019-04-20,787211.1614810055,N/A,87698,CARE,Rural
Meru,School Construction,Completed,100,2018-02-26,2018-11-04,54754.142308271796,N/A,12944,USAID,Rural
Tana River,Health Clinic,Completed,100,2019-06-26,2019-12-07,114537.54659091723,N/A,11503,USAID,Rural
Nairobi,School Construction,Completed,100,2019-10-10,2020-05-14,187344.85084347677,N/A,10764,AMREF,Urban
Garissa,Renewable Energy,Completed,100,2021-07-12,2022-05-27,160601.3937435787,N/A,21131,UNICEF,Semi-Rural
Kericho,Community Center,Completed,100,2020-06-28,2021-01-31,21092.460764886408,N/A,9605,Red Cross,Rural
Laikipia,Sanitation,Completed,100,2019-01-10,2019-07-20,330113.11143333296,N/A,75085,World Bank,Semi-Rural
Meru,Agriculture,Completed,100,2021-08-06,2022-06-26,345412.0671552312,N/A,47092,USAID,Rural
Malindi,Renewable Energy,Completed,100,2021-06-08,2021-08-29,414627.1433330334,N/A,54117,ActionAid,Semi-Urban
Marsabit,Water Supply,Completed,100,2021-11-27,2022-02-17,62289.548609927566,N/A,16592,UNICEF,Rural
Busia,Agriculture,Completed,100,2020-10-30,2021-01-21,105829.38143518884,N/A,17566,UNICEF,Semi-Rural
Homa Bay,Community Center,Completed,100,2018-02-22,2019-02-21,467322.11245108524,N/A,81909,USAID,Semi-Rural
Elgeyo Marakwet,Renewable Energy,Completed,100,2021-08-06,2022-05-10,470658.4913426489,N/A,57378,Red Cross,Semi-Rural
Naivasha,Water Supply,Completed,100,2021-03-23,2022-01-20,546560.0603588085,N/A,90678,UNICEF,Semi-Urban
Laikipia,Agriculture,Completed,100,2019-01-25,2020-01-14,59376.00687053287,N/A,23736,CARE,Semi-Rural
Uasin Gishu,School Construction,Completed,100,2019-03-04,2019-07-11,60813.10344088249,N/A,20008,AMREF,Semi-Rural
Embu,Health Clinic,Ongoing,60,2021-12-15,,16179.673954991898,N/A,3224,World Bank,Rural
Bomet,Sanitation,Completed,100,2018-06-24,2018-08-15,815189.0213234769,N/A,93122,UNICEF,Rural
Migori,Health Clinic,Completed,100,2019-03-07,2020-01-11,250573.28484655806,N/A,59272,Oxfam,Semi-Rural
Garissa,Road Construction,Completed,100,2021-01-29,2021-12-28,48942.151786705734,N/A,6842,Red Cross,Rural
Trans Nzoia,Community Center,Completed,100,2018-08-15,2019-05-07,384501.6878783063,N/A,67914,AMREF,Rural
Kitale,Water Supply,Completed,100,2019-10-11,2020-10-03,375023.10309661034,N/A,28364,USAID,Semi-Urban
Taita Taveta,Health Clinic,Completed,100,2021-04-11,2022-01-02,133287.53052943436,N/A,35773,CARE,Semi-Rural
Garissa,Community Center,Completed,100,2020-07-28,2021-01-22,767428.4347989657,N/A,97035,ActionAid,Semi-Rural
Isiolo,Agriculture,Completed,100,2018-08-15,2018-09-26,504759.49908700277,N/A,55336,CARE,Rural
Kakamega,Road Construction,Completed,100,2020-05-17,2020-10-31,247900.19197808427,N/A,62997,Oxfam,Rural
Busia,Health Clinic,Completed,100,2019-02-13,2019-10-28,153022.65964498458,N/A,37021,CARE,Semi-Rural
West Pokot,Agriculture,Completed,100,2019-04-10,2019-08-21,120157.65422990527,N/A,21307,UNICEF,Semi-Rural
Machakos,Health Clinic,Completed,100,2020-01-15,2020-07-24,119389.00179831467,N/A,45724,CARE,Rural
Thika,Renewable Energy,Completed,100,2020-01-26,2021-01-02,386220.3188719682,N/A,30336,Oxfam,Semi-Urban
Machakos,Community Center,Completed,100,2018-11-03,2019-05-11,140278.91728772118,N/A,21963,Oxfam,Rural
Malindi,Water Supply,Completed,100,2020-12-18,2021-05-28,386331.55907845864,N/A,48832,Save the Children,Semi-Urban
Isiolo,Health Clinic,Completed,100,2021-01-07,2021-06-09,12728.944371756726,N/A,3204,AMREF,Rural
West Pokot,School Construction,Completed,100,2019-08-31,2020-08-25,215711.34945408473,N/A,22607,World Vision,Rural
Laikipia,School Construction,Completed,100,2021-05-07,2021-07-01,302660.7802765907,N/A,83152,CARE,Rural
Kakamega,Health Clinic,Completed,100,2020-12-27,2021-12-12,880188.7313579133,N/A,89330,World Bank,Rural
Taita Taveta,Community Center,Completed,100,2019-11-17,2020-08-14,482444.34683270333,N/A,76451,CARE,Semi-Rural
Eldoret,School Construction,Completed,100,2019-02-26,2019-11-08,114436.86715451806,N/A,48562,Red Cross,Rural
Laikipia,Road Construction,Completed,100,2019-03-22,2019-11-16,195613.03663161898,N/A,28076,World Vision,Semi-Rural
Kakamega,Agriculture,Completed,100,2019-05-08,2020-01-27,346245.9943703788,N/A,38853,World Bank,Semi-Rural
Narok,Water Supply,Ongoing,25,2019-08-03,,216902.87721417897,N/A,55110,USAID,Rural
West Pokot,Agriculture,Completed,100,2020-11-08,2021-10-14,26296.43234615167,N/A,6451,AMREF,Semi-Rural
Kiambu,Sanitation,Completed,100,2018-05-05,2019-03-03,514887.07632524177,N/A,59627,CARE,Rural
Turkana,Road Construction,Completed,100,2018-01-08,2018-05-11,411635.3015250742,N/A,51081,USAID,Rural
Turkana,Renewable Energy,Completed,100,2018-04-03,2018-07-27,447684.6296114131,N/A,46242,UNICEF,Semi-Rural
Garissa,Road Construction,Completed,100,2021-07-02,2022-01-18,95402.12005950278,N/A,19020,World Vision,Rural
Siaya,Sanitation,Completed,100,2020-02-29,2020-07-08,521752.80816536327,N/A,85289,ActionAid,Rural
Uasin Gishu,Health Clinic,Completed,100,2019-10-29,2019-12-31,298856.9649600007,N/A,69323,World Vision,Rural
Nairobi,Community Center,Completed,100,2019-02-08,2019-07-04,1389159.923416252,N/A,93764,AMREF,Urban
