Settlement Name,Project Type,Project Completion Status,Completion Percentage,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
SET_0253,Energy,Delayed,58,12904626.788118893,Energy Requirement 252,24669,IP_10,Semi Urban
SET_0254,Road Construction,Completed On Time,100,13629321.656299593,Road Construction Requirement 253,35084,IP_10,Semi Rural
SET_0255,Road Construction,Ongoing,62,27181593.632591605,Road Construction Requirement 254,66681,IP_17,Urban
SET_0256,Hospital Development,Completed On Time,100,4291856.500134268,Hospital Development Requirement 255,18633,IP_15,Semi Urban
SET_0257,Hospital Development,Ongoing,39,11455178.307146775,Hospital Development Requirement 256,34755,IP_02,Semi Urban
SET_0258,Hospital Development,Ongoing,71,1258811.5526371137,Hospital Development Requirement 257,5358,IP_17,Rural
SET_0259,Hospital Development,Completed On Time,100,17856539.866204217,Hospital Development Requirement 258,63438,IP_10,Semi Urban
SET_0260,Water Supply,Completed On Time,100,27361851.54897755,Water Supply Requirement 259,55253,IP_08,Semi Urban
SET_0261,Road Construction,Completed Behind Schedule,83,3816222.3584125773,Road Construction Requirement 260,11106,IP_05,Semi Rural
SET_0262,Market Place Construction,Ongoing,67,13728338.230759004,Market Place Construction Requirement 261,37378,IP_12,Semi Rural
SET_0263,Water Supply,Completed On Time,100,11076022.616895737,Water Supply Requirement 262,46113,IP_06,Semi Urban
SET_0264,Road Construction,Completed Behind Schedule,91,2626812.8471277407,Road Construction Requirement 263,10686,IP_15,Semi Rural
SET_0265,Road Construction,Completed Behind Schedule,95,4928219.247978003,Road Construction Requirement 264,29982,IP_08,Semi Rural
SET_0266,Market Place Construction,Completed Behind Schedule,98,3168390.472835558,Market Place Construction Requirement 265,11754,IP_08,Semi Rural
SET_0267,Market Place Construction,Ongoing,49,7849940.1239950275,Market Place Construction Requirement 266,19752,IP_07,Semi Urban
SET_0268,Road Construction,Delayed,51,17579513.331279762,Road Construction Requirement 267,77559,IP_18,Semi Urban
SET_0269,Water Supply,Completed Behind Schedule,88,43592201.90168272,Water Supply Requirement 268,85328,IP_04,Urban
SET_0270,School Building,Delayed,64,66180523.80225253,School Building Requirement 269,91373,IP_10,Urban
SET_0271,Market Place Construction,Completed On Time,100,57645042.17089704,Market Place Construction Requirement 270,98518,IP_10,Urban
SET_0272,Energy,Completed On Time,100,24351263.508399684,Energy Requirement 271,74165,IP_15,Semi Urban
SET_0273,Water Supply,Completed On Time,100,7296201.955773442,Water Supply Requirement 272,25226,IP_18,Semi Rural
SET_0274,School Building,Completed On Time,100,3263405.0105417883,School Building Requirement 273,6656,IP_14,Semi Rural
SET_0275,Road Construction,Delayed,78,35021383.59367033,Road Construction Requirement 274,92245,IP_06,Semi Urban
SET_0276,Road Construction,Completed On Time,100,33573624.54097196,Road Construction Requirement 275,72308,IP_15,Urban
SET_0277,Market Place Construction,Delayed,77,10889982.796665486,Market Place Construction Requirement 276,41108,IP_18,Semi Rural
SET_0278,Water Supply,Ongoing,58,15902944.935093168,Water Supply Requirement 277,56099,IP_19,Urban
SET_0279,Hospital Development,Completed On Time,100,28492537.817643844,Hospital Development Requirement 278,80364,IP_18,Urban
SET_0280,Water Supply,Completed On Time,100,32194886.742170528,Water Supply Requirement 279,93062,IP_09,Semi Urban
SET_0281,Market Place Construction,Completed On Time,100,39615163.81039833,Market Place Construction Requirement 280,95397,IP_04,Semi Urban
SET_0282,Market Place Construction,Completed On Time,100,18609543.538312905,Market Place Construction Requirement 281,55823,IP_04,Urban
SET_0283,Market Place Construction,Delayed,79,30023963.062866647,Market Place Construction Requirement 282,58009,IP_14,Urban
SET_0284,Water Supply,Completed On Time,100,33790668.09024035,Water Supply Requirement 283,77373,IP_06,Urban
SET_0285,Water Supply,Completed On Time,100,9280900.629501367,Water Supply Requirement 284,24177,IP_18,Semi Urban
SET_0286,Water Supply,Delayed,62,16054739.537889684,Water Supply Requirement 285,57532,IP_17,Urban
SET_0287,Market Place Construction,Completed Behind Schedule,83,5735028.159412673,Market Place Construction Requirement 286,11634,IP_18,Semi Urban
SET_0288,Hospital Development,Completed Behind Schedule,85,6155808.9644835405,Hospital Development Requirement 287,15056,IP_17,Semi Urban
SET_0289,Road Construction,Ongoing,70,14672623.232610682,Road Construction Requirement 288,31911,IP_01,Semi Urban
SET_0290,School Building,Completed On Time,100,49501473.582006425,School Building Requirement 289,91353,IP_02,Semi Urban
SET_0291,Hospital Development,Completed On Time,100,47581380.77371627,Hospital Development Requirement 290,89789,IP_13,Semi Urban
SET_0292,Hospital Development,Cancelled,5,7463474.042676587,Hospital Development Requirement 291,48684,IP_11,Semi Rural
SET_0293,Road Construction,Completed On Time,100,1408265.7056414136,Road Construction Requirement 292,8788,IP_08,Rural
SET_0294,School Building,Cancelled,15,5450988.270774342,School Building Requirement 293,11142,IP_19,Semi Rural
SET_0295,Hospital Development,Ongoing,61,27408090.428601984,Hospital Development Requirement 294,93601,IP_15,Urban
SET_0296,Market Place Construction,Delayed,57,10746339.472491255,Market Place Construction Requirement 295,24888,IP_18,Semi Urban
SET_0297,Hospital Development,Ongoing,43,22281538.56627303,Hospital Development Requirement 296,78360,IP_18,Semi Urban
SET_0298,School Building,Completed On Time,100,16713313.375092648,School Building Requirement 297,35964,IP_16,Semi Rural
SET_0299,Market Place Construction,Completed On Time,100,31037137.3718238,Market Place Construction Requirement 298,96457,IP_09,Urban
SET_0300,Road Construction,Ongoing,54,22714485.13118827,Road Construction Requirement 299,71119,IP_20,Urban
SET_0301,Water Supply,Completed Behind Schedule,96,33333803.548294734,Water Supply Requirement 300,77971,IP_07,Semi Urban
SET_0302,Road Construction,Ongoing,50,18758871.259024363,Road Construction Requirement 301,38643,IP_08,Semi Urban
SET_0303,Energy,Delayed,61,4458659.2617960265,Energy Requirement 302,24911,IP_11,Semi Rural
SET_0304,Road Construction,Completed On Time,100,8362782.787643298,Road Construction Requirement 303,44541,IP_15,Semi Rural
SET_0305,Market Place Construction,Completed On Time,100,9425704.754020592,Market Place Construction Requirement 304,25858,IP_13,Semi Rural
SET_0306,Energy,Ongoing,32,920681.1041846309,Energy Requirement 305,4754,IP_07,Rural
SET_0307,Market Place Construction,Completed Behind Schedule,87,2500046.9493440203,Market Place Construction Requirement 306,10496,IP_01,Semi Rural
SET_0308,Market Place Construction,Cancelled,8,34922946.08097463,Market Place Construction Requirement 307,92396,IP_02,Urban
SET_0309,Hospital Development,Ongoing,75,28071330.58573361,Hospital Development Requirement 308,69056,IP_09,Semi Urban
SET_0310,Water Supply,Delayed,75,22136807.24584975,Water Supply Requirement 309,85899,IP_14,Semi Urban
SET_0311,Road Construction,Completed Behind Schedule,90,11160904.536838382,Road Construction Requirement 310,20873,IP_06,Semi Urban
SET_0312,Hospital Development,Completed Behind Schedule,83,44098241.83661797,Hospital Development Requirement 311,83617,IP_03,Semi Urban
SET_0313,School Building,Completed Behind Schedule,87,17482230.52294291,School Building Requirement 312,68364,IP_14,Semi Urban
SET_0314,Market Place Construction,Completed Behind Schedule,96,31693835.67924746,Market Place Construction Requirement 313,62627,IP_14,Urban
SET_0315,Hospital Development,Ongoing,33,4226461.477378231,Hospital Development Requirement 314,17087,IP_18,Semi Urban
SET_0316,Hospital Development,Delayed,66,26402881.19357116,Hospital Development Requirement 315,64646,IP_13,Semi Urban
SET_0317,Market Place Construction,Ongoing,60,34705313.435897924,Market Place Construction Requirement 316,67077,IP_13,Semi Urban
SET_0318,Market Place Construction,Ongoing,62,829881.8096240002,Market Place Construction Requirement 317,6469,IP_15,Rural
SET_0319,Hospital Development,Completed On Time,100,4136316.155327695,Hospital Development Requirement 318,17184,IP_20,Semi Rural
SET_0320,Hospital Development,Ongoing,68,10859208.730484469,Hospital Development Requirement 319,31254,IP_20,Semi Rural
SET_0321,Water Supply,Completed On Time,100,3574345.5946133975,Water Supply Requirement 320,9329,IP_13,Semi Rural
SET_0322,Energy,Completed On Time,100,33316716.447352316,Energy Requirement 321,54072,IP_14,Urban
SET_0323,School Building,Delayed,54,37976938.96278251,School Building Requirement 322,82906,IP_05,Urban
SET_0324,Market Place Construction,Completed On Time,100,13633527.583434183,Market Place Construction Requirement 323,27201,IP_04,Semi Rural
SET_0325,Energy,Ongoing,60,6141839.741418408,Energy Requirement 324,14493,IP_12,Semi Rural
SET_0326,School Building,Completed On Time,100,32620785.27189758,School Building Requirement 325,93573,IP_10,Semi Urban
SET_0327,Energy,Delayed,61,3359384.919579909,Energy Requirement 326,10833,IP_11,Semi Urban
SET_0328,Market Place Construction,Ongoing,50,12993509.046698662,Market Place Construction Requirement 327,41785,IP_07,Semi Rural
SET_0329,Energy,Completed On Time,100,58180574.42182822,Energy Requirement 328,97894,IP_15,Urban
SET_0330,Water Supply,Completed Behind Schedule,93,28002203.145736642,Water Supply Requirement 329,51601,IP_18,Semi Urban
SET_0331,Water Supply,Ongoing,48,13346773.355308888,Water Supply Requirement 330,35521,IP_12,Semi Urban
SET_0332,Road Construction,Completed On Time,100,1974144.5564485348,Road Construction Requirement 331,7588,IP_07,Rural
SET_0333,Energy,Ongoing,63,7636008.434991993,Energy Requirement 332,20446,IP_07,Semi Urban
SET_0334,Energy,Ongoing,75,17871639.119213805,Energy Requirement 333,46232,IP_05,Semi Urban
SET_0335,School Building,Completed On Time,100,3678597.2381405616,School Building Requirement 334,15357,IP_19,Semi Rural
SET_0336,Water Supply,Completed On Time,100,31680382.48642487,Water Supply Requirement 335,70286,IP_10,Semi Urban
SET_0337,Hospital Development,Delayed,56,42966508.67036624,Hospital Development Requirement 336,68263,IP_04,Urban
SET_0338,Energy,Completed On Time,100,22712442.70160602,Energy Requirement 337,79707,IP_20,Semi Urban
SET_0339,Market Place Construction,Ongoing,69,645625.6514768845,Market Place Construction Requirement 338,1781,IP_02,Rural
SET_0340,Road Construction,Completed Behind Schedule,91,7563570.77926271,Road Construction Requirement 339,23263,IP_06,Semi Rural
SET_0341,Market Place Construction,Completed Behind Schedule,90,15280265.04149725,Market Place Construction Requirement 340,27390,IP_12,Semi Urban
SET_0342,School Building,Completed Behind Schedule,88,22287685.58865974,School Building Requirement 341,50159,IP_09,Semi Urban
SET_0343,Energy,Completed On Time,100,16214146.412877718,Energy Requirement 342,38991,IP_07,Semi Rural
SET_0344,Hospital Development,Delayed,60,6251304.556422735,Hospital Development Requirement 343,12116,IP_01,Semi Urban
SET_0345,Water Supply,Completed Behind Schedule,85,11138444.500530861,Water Supply Requirement 344,18071,IP_09,Semi Urban
SET_0346,Market Place Construction,Completed Behind Schedule,80,27123971.38705065,Market Place Construction Requirement 345,64370,IP_13,Semi Urban
SET_0347,School Building,Stalled,36,400262.5462559643,School Building Requirement 346,2283,IP_03,Semi Rural
SET_0348,Road Construction,Delayed,75,7592903.177999665,Road Construction Requirement 347,27819,IP_09,Semi Urban
SET_0349,Market Place Construction,Ongoing,73,60961394.66849502,Market Place Construction Requirement 348,96665,IP_12,Semi Urban
SET_0350,Market Place Construction,Completed On Time,100,11205649.371242858,Market Place Construction Requirement 349,19888,IP_16,Semi Urban
SET_0351,Water Supply,Completed On Time,100,24597859.111882098,Water Supply Requirement 350,86751,IP_09,Semi Urban
SET_0352,Hospital Development,Ongoing,52,4622486.795297566,Hospital Development Requirement 351,14230,IP_05,Semi Rural
SET_0353,Market Place Construction,Cancelled,3,3972416.867926208,Market Place Construction Requirement 352,19058,IP_02,Semi Rural
SET_0354,School Building,Completed On Time,100,11894645.716930443,School Building Requirement 353,38346,IP_20,Semi Rural
SET_0355,Market Place Construction,Completed On Time,100,13843604.849406108,Market Place Construction Requirement 354,56296,IP_15,Semi Urban
SET_0356,Energy,Completed Behind Schedule,93,45879140.28308714,Energy Requirement 355,72906,IP_17,Urban
SET_0357,Road Construction,Delayed,68,34362728.21704173,Road Construction Requirement 356,51939,IP_02,Urban
SET_0358,Energy,Stalled,17,742640.8236185806,Energy Requirement 357,3597,IP_14,Semi Rural
SET_0359,Hospital Development,Completed On Time,100,3202366.9562857733,Hospital Development Requirement 358,9787,IP_16,Rural
SET_0360,Road Construction,Stalled,19,27871104.190461468,Road Construction Requirement 359,54330,IP_13,Semi Urban
SET_0361,Energy,Completed Behind Schedule,98,42031066.64454417,Energy Requirement 360,73766,IP_06,Urban
SET_0362,Water Supply,Completed On Time,100,22071536.28711212,Water Supply Requirement 361,80676,IP_20,Semi Urban
SET_0363,Road Construction,Completed On Time,100,15589431.914681317,Road Construction Requirement 362,47733,IP_09,Semi Urban
SET_0364,Market Place Construction,Delayed,51,12668699.134981593,Market Place Construction Requirement 363,33762,IP_09,Semi Rural
SET_0365,Water Supply,Completed On Time,100,31910873.782007065,Water Supply Requirement 364,75813,IP_14,Urban
SET_0366,School Building,Ongoing,77,42180823.5595047,School Building Requirement 365,68028,IP_01,Urban
SET_0367,Water Supply,Stalled,13,38515646.31886055,Water Supply Requirement 366,68580,IP_01,Urban
SET_0368,Water Supply,Completed On Time,100,63153136.19199025,Water Supply Requirement 367,99646,IP_15,Urban
SET_0369,Road Construction,Completed Behind Schedule,87,11761315.623630391,Road Construction Requirement 368,27649,IP_19,Semi Rural
SET_0370,Market Place Construction,Completed On Time,100,6423634.898858809,Market Place Construction Requirement 369,19230,IP_03,Semi Urban
SET_0371,Energy,Completed On Time,100,17784240.172339007,Energy Requirement 370,47571,IP_08,Semi Rural
SET_0372,Energy,Completed On Time,100,11300559.556259215,Energy Requirement 371,41197,IP_08,Semi Rural
SET_0373,Hospital Development,Cancelled,13,31515536.196187768,Hospital Development Requirement 372,86371,IP_03,Semi Urban
SET_0374,Water Supply,Ongoing,67,29778844.74421618,Water Supply Requirement 373,64315,IP_08,Semi Urban
SET_0375,Hospital Development,Completed On Time,100,36660694.761374734,Hospital Development Requirement 374,95611,IP_10,Semi Urban
SET_0376,Hospital Development,Completed On Time,100,32038448.770253524,Hospital Development Requirement 375,66333,IP_17,Semi Urban
SET_0377,Water Supply,Ongoing,70,9203528.532235613,Water Supply Requirement 376,36634,IP_14,Semi Urban
SET_0378,Hospital Development,Stalled,22,8029016.733662678,Hospital Development Requirement 377,22386,IP_12,Semi Urban
SET_0379,Water Supply,Ongoing,77,23026555.915540863,Water Supply Requirement 378,56284,IP_05,Urban
SET_0380,Road Construction,Completed On Time,100,22488946.27741208,Road Construction Requirement 379,79682,IP_15,Semi Urban
SET_0381,Market Place Construction,Completed On Time,100,6779722.551942359,Market Place Construction Requirement 380,24377,IP_18,Semi Rural
SET_0382,Water Supply,Completed Behind Schedule,99,61452879.75681641,Water Supply Requirement 381,98938,IP_19,Urban
SET_0383,Road Construction,Ongoing,70,31105413.34014637,Road Construction Requirement 382,62350,IP_13,Semi Urban
